,county,state,population,dc,obs_dr,pred_dr,pred_dc,pred_dr_err_low,pred_dr_err_upp,pred_dc_err_low,pred_dc_err_upp
223,Cheyenne,CO,2397,0.0,0.0,4.3304200000000005e-05,1.0,2.67187e-05,5.92079e-05,0.0,2.0
224,Clear creek,CO,7619,0.0,0.0,3.841355e-05,3.0,2.51773e-05,5.341e-05,0.0,6.0
225,Conejos,CO,7453,1.0,1.341741580571582,4.046025e-05,3.0,2.64391e-05,5.65999e-05,1.0,6.0
226,Costilla,CO,3190,0.0,0.0,4.248035e-05,1.0,2.70525e-05,5.91072e-05,0.0,3.0
227,Crowley,CO,3946,2.0,5.068423720223011,4.571515e-05,2.0,3.0602e-05,6.22502e-05,0.0,4.0
228,Custer,CO,1926,0.0,0.0,4.38458e-05,1.0,2.66402e-05,5.97457e-05,0.0,2.0
229,Delta,CO,20980,8.0,3.813155386081983,4.305115e-05,9.0,3.03802e-05,5.72725e-05,3.0,14.0
230,Denver,CO,467610,98.0,2.095763563653472,2.29536e-05,107.0,1.93322e-05,2.63497e-05,84.0,131.0
231,Dolores,CO,1504,2.0,13.297872340425531,4.8651e-05,1.0,3.23534e-05,6.72124e-05,0.0,2.0
232,Douglas,CO,60391,6.0,0.9935255253266216,2.45168e-05,15.0,1.70478e-05,3.29708e-05,6.0,22.0
233,Eagle,CO,21928,0.0,0.0,3.01789e-05,6.0,1.88238e-05,4.07216e-05,2.0,11.0
234,El paso,CO,397014,0.0,0.0,4.427775e-06,17.0,2.67682e-06,6.00353e-06,7.0,26.0
235,Elbert,CO,9646,1.0,1.036699149906697,3.90923e-05,4.0,2.51677e-05,5.36216e-05,1.0,7.0
236,Fremont,CO,32273,9.0,2.788708827812723,3.79872e-05,12.0,2.69214e-05,4.98644e-05,4.0,18.0
237,Garfield,CO,29974,4.0,1.334489891239074,3.20153e-05,9.0,2.16847e-05,4.3208e-05,3.0,15.0
238,Gilpin,CO,3070,1.0,3.2573289902280136,4.477335e-05,1.0,3.00375e-05,6.1726e-05,0.0,3.0
239,Grand,CO,7966,1.0,1.2553351744915893,4.02958e-05,3.0,2.73034e-05,5.48049e-05,0.0,6.0
240,Gunnison,CO,10273,1.0,0.9734254842791784,3.878245e-05,4.0,2.52707e-05,5.4274e-05,1.0,7.0
241,Hinsdale,CO,467,0.0,0.0,4.513485e-05,0.0,2.83452e-05,6.20334e-05,0.0,1.0
242,Huerfano,CO,6009,0.0,0.0,4.029335e-05,2.0,2.54729e-05,5.60553e-05,0.0,5.0
243,Jackson,CO,1605,0.0,0.0,4.42013e-05,1.0,2.84892e-05,6.15587e-05,0.0,2.0
244,Jefferson,CO,438430,56.0,1.2772848573318432,1.5633299999999998e-05,68.0,1.27137e-05,1.87443e-05,49.0,86.0
245,Kiowa,CO,1688,1.0,5.924170616113744,4.61894e-05,1.0,3.09897e-05,6.51639e-05,0.0,2.0
246,Kit carson,CO,7140,0.0,0.0,3.911705e-05,3.0,2.41527e-05,5.29354e-05,0.0,5.0
247,La plata,CO,32284,0.0,0.0,2.58184e-05,8.0,1.69291e-05,3.51769e-05,2.0,13.0
248,Lake,CO,6007,1.0,1.66472448809722,4.2045350000000006e-05,2.0,2.76409e-05,5.82297e-05,0.0,5.0
249,Larimer,CO,186136,26.0,1.396828125671552,1.98678e-05,37.0,1.51452e-05,2.45027e-05,22.0,49.0
250,Las animas,CO,13765,0.0,0.0,3.47129e-05,5.0,2.26151e-05,4.83971e-05,1.0,8.0
251,Lincoln,CO,4529,2.0,4.41598586884522,4.50614e-05,2.0,3.0572e-05,6.24037e-05,0.0,4.0
252,Logan,CO,17567,6.0,3.41549496214493,4.23146e-05,7.0,2.83212e-05,5.57777e-05,2.0,12.0
253,Mesa,CO,93145,23.0,2.469268345053411,3.10206e-05,29.0,2.30812e-05,3.89288e-05,16.0,39.0
254,Mineral,CO,558,0.0,0.0,4.48619e-05,0.0,2.77198e-05,6.16132e-05,0.0,1.0
255,Moffat,CO,11357,2.0,1.7610284406093155,3.9714999999999995e-05,4.0,2.57062e-05,5.32475e-05,1.0,8.0
256,Montezuma,CO,18672,5.0,2.677806341045416,3.973215e-05,7.0,2.57129e-05,5.30622e-05,2.0,12.0
257,Montrose,CO,24423,2.0,0.8189002170085575,3.208885e-05,8.0,2.13144e-05,4.33277e-05,3.0,13.0
258,Morgan,CO,21939,8.0,3.646474315146543,4.27579e-05,9.0,2.97818e-05,5.52086e-05,4.0,15.0
259,Otero,CO,20185,8.0,3.963339113202873,4.3710650000000005e-05,9.0,3.0832e-05,5.76761e-05,3.0,14.0
260,Ouray,CO,2295,1.0,4.357298474945535,4.5511e-05,1.0,2.98535e-05,6.22907e-05,0.0,3.0
261,Park,CO,7174,3.0,4.181767493727349,4.48416e-05,3.0,3.09856e-05,6.1795e-05,0.0,6.0
262,Phillips,CO,4189,0.0,0.0,4.17605e-05,2.0,2.70353e-05,5.84234e-05,0.0,4.0
263,Pitkin,CO,12661,0.0,0.0,3.535065e-05,4.0,2.21425e-05,4.89475e-05,1.0,8.0
264,Prowers,CO,13347,3.0,2.247696111485727,4.04066e-05,5.0,2.68302e-05,5.45895e-05,1.0,9.0
265,Pueblo,CO,123051,34.0,2.7630819741408037,3.20836e-05,40.0,2.46386e-05,3.95306e-05,26.0,53.0
266,Rio blanco,CO,5972,0.0,0.0,4.0558099999999994e-05,2.0,2.58309e-05,5.57871e-05,0.0,5.0
267,Rio grande,CO,10770,0.0,0.0,3.6552749999999997e-05,4.0,2.38187e-05,5.07115e-05,1.0,7.0
268,Routt,CO,14088,3.0,2.1294718909710397,3.99995e-05,6.0,2.64598e-05,5.46379e-05,1.0,9.0
269,Saguache,CO,4619,1.0,2.164970772894566,4.3258e-05,2.0,2.74411e-05,5.90735e-05,0.0,4.0
270,San juan,CO,745,0.0,0.0,4.51364e-05,0.0,2.82986e-05,6.17602e-05,0.0,1.0
271,San miguel,CO,3653,0.0,0.0,4.17913e-05,1.0,2.66966e-05,5.7571e-05,0.0,3.0
272,Sedgwick,CO,2690,0.0,0.0,4.3283349999999996e-05,1.0,2.79036e-05,5.92034e-05,0.0,3.0
273,Summit,CO,12881,0.0,0.0,3.521435e-05,4.0,2.19806e-05,4.83256e-05,1.0,8.0
274,Teller,CO,12468,4.0,3.208213025344883,4.2486e-05,5.0,2.83316e-05,5.81062e-05,1.0,9.0
275,Washington,CO,4812,2.0,4.156275976724855,4.544195e-05,2.0,3.00162e-05,6.30409e-05,0.0,4.0
276,Weld,CO,131821,20.0,1.5172089424295063,2.267685e-05,30.0,1.70379e-05,2.89025e-05,19.0,42.0
277,Yuma,CO,8954,3.0,3.350457895912441,4.38809e-05,4.0,2.88725e-05,5.84453e-05,1.0,7.0
278,Fairfield,CT,827645,204.0,2.4648248947314366,2.564115e-05,213.0,2.28745e-05,2.8612e-05,177.0,244.0
279,Hartford,CT,851783,166.0,1.9488531703497252,2.07155e-05,176.0,1.81793e-05,2.31654e-05,142.0,203.0
280,Litchfield,CT,174092,46.0,2.6422810927555545,3.01842e-05,52.0,2.42293e-05,3.61383e-05,35.0,67.0
281,Middlesex,CT,143196,55.0,3.840889410318724,3.98475e-05,57.0,3.24468e-05,4.70459e-05,39.0,72.0
282,New haven,CT,804219,0.0,0.0,2.30871e-06,18.0,1.45631e-06,3.16726e-06,8.0,27.0
283,New london,CT,254957,0.0,0.0,6.5715699999999995e-06,16.0,4.18231e-06,9.01926e-06,7.0,25.0
284,Tolland,CT,128699,20.0,1.5540136286995236,2.31009e-05,29.0,1.71249e-05,2.88332e-05,16.0,40.0
285,Windham,CT,102525,30.0,2.926115581565472,3.4066350000000006e-05,35.0,2.63843e-05,4.24971e-05,21.0,46.0
286,Kent,DE,110993,10.0,0.9009577180542916,1.909445e-05,21.0,1.32003e-05,2.50052e-05,11.0,30.0
287,New castle,DE,441946,0.0,0.0,4.052365e-06,18.0,2.51092e-06,5.53132e-06,8.0,27.0
288,Sussex,DE,113229,25.0,2.207914933453444,2.83823e-05,32.0,2.15812e-05,3.5851e-05,19.0,43.0
289,District of columbia,DC,606900,0.0,0.0,3.00692e-06,18.0,1.91044e-06,4.08951e-06,8.0,27.0
290,Alachua,FL,181596,16.0,0.8810766756977026,1.58891e-05,29.0,1.15508e-05,2.05354e-05,15.0,39.0
291,Baker,FL,18486,1.0,0.5409499080385156,3.3684500000000006e-05,6.0,2.10986e-05,4.60189e-05,1.0,10.0
292,Bay,FL,126994,21.0,1.653621430933745,2.378335e-05,30.0,1.76888e-05,3.03417e-05,17.0,41.0
293,Bradford,FL,22515,9.0,3.997335109926716,4.36069e-05,10.0,3.00886e-05,5.73062e-05,3.0,15.0
294,Brevard,FL,398978,96.0,2.406147707392388,2.604275e-05,104.0,2.19285e-05,2.98939e-05,81.0,126.0
295,Broward,FL,1255488,404.0,3.217872253657542,3.25382e-05,408.0,3.0155e-05,3.51818e-05,362.0,453.0
296,Calhoun,FL,11011,1.0,0.9081827263645448,3.807395e-05,4.0,2.44235e-05,5.15434e-05,0.0,7.0
297,Charlotte,FL,110975,43.0,3.8747465645415633,4.03796e-05,45.0,3.21167e-05,4.87878e-05,32.0,60.0
298,Citrus,FL,93515,37.0,3.9565845051596007,4.153015e-05,38.0,3.26683e-05,5.02749e-05,26.0,52.0
299,Clay,FL,105986,10.0,0.943520842375408,1.996875e-05,21.0,1.36976e-05,2.59126e-05,12.0,31.0
300,Collier,FL,152099,47.0,3.090092637032459,3.406375e-05,52.0,2.75083e-05,4.10641e-05,37.0,68.0
301,Columbia,FL,42613,8.0,1.8773613685964377,3.195645e-05,13.0,2.17125e-05,4.16499e-05,5.0,20.0
302,Dade,FL,1937094,434.0,2.240469486767292,2.28838e-05,443.0,2.12106e-05,2.47609e-05,396.0,491.0
303,Desoto,FL,23865,0.0,0.0,2.916235e-05,7.0,1.77862e-05,3.95177e-05,1.0,11.0
304,Dixie,FL,10585,2.0,1.889466225791214,4.0324e-05,4.0,2.66985e-05,5.52858e-05,0.0,7.0
305,Duval,FL,672971,94.0,1.3967912436048506,1.589975e-05,107.0,1.34698e-05,1.828e-05,83.0,130.0
306,Escambia,FL,262798,56.0,2.130914238312316,2.469725e-05,65.0,1.99722e-05,2.92725e-05,46.0,82.0
307,Flagler,FL,28701,7.0,2.438939409776663,3.70362e-05,10.0,2.57242e-05,4.89859e-05,5.0,17.0
308,Franklin,FL,8967,2.0,2.2304003568640574,4.18624e-05,4.0,2.69157e-05,5.66418e-05,1.0,7.0
309,Gadsden,FL,41105,3.0,0.7298382191947451,2.692455e-05,11.0,1.83609e-05,3.66734e-05,4.0,17.0
310,Gilchrist,FL,9667,2.0,2.0688941760628947,4.1473699999999996e-05,4.0,2.72107e-05,5.64999e-05,1.0,7.0
311,Glades,FL,7591,1.0,1.3173494928204454,4.0861850000000006e-05,3.0,2.62627e-05,5.59468e-05,0.0,6.0
312,Gulf,FL,11504,0.0,0.0,3.622105e-05,4.0,2.26606e-05,5.03987e-05,0.0,7.0
313,Hamilton,FL,10930,2.0,1.829826166514181,4.0092199999999995e-05,4.0,2.54114e-05,5.32081e-05,1.0,8.0
314,Hardee,FL,19499,2.0,1.025693625314119,3.4352e-05,7.0,2.19886e-05,4.71649e-05,2.0,11.0
315,Hendry,FL,25773,2.0,0.7760058976448222,3.13105e-05,8.0,2.04424e-05,4.20073e-05,3.0,13.0
316,Hernando,FL,101115,29.0,2.8680215596103444,3.3546e-05,34.0,2.60564e-05,4.19564e-05,22.0,46.0
317,Highlands,FL,68432,17.0,2.4842179097498245,3.26348e-05,22.0,2.44705e-05,4.24161e-05,12.0,31.0
318,Hillsborough,FL,834054,135.0,1.6186002345171897,1.76225e-05,147.0,1.52955e-05,1.99064e-05,119.0,173.0
319,Holmes,FL,15778,1.0,0.6337938902268982,3.5139400000000004e-05,5.0,2.29569e-05,4.85047e-05,1.0,9.0
320,Indian river,FL,90208,0.0,0.0,1.47942e-05,13.0,9.11612e-06,1.98976e-05,6.0,21.0
321,Jackson,FL,41375,5.0,1.2084592145015105,2.92998e-05,12.0,2.05119e-05,3.94193e-05,6.0,19.0
322,Jefferson,FL,11296,1.0,0.8852691218130313,3.78504e-05,4.0,2.40193e-05,5.23409e-05,0.0,7.0
323,Lafayette,FL,5578,0.0,0.0,4.055945e-05,2.0,2.66611e-05,5.63287e-05,0.0,4.0
324,Lake,FL,152104,38.0,2.498290643244096,2.966055e-05,45.0,2.29866e-05,3.5679e-05,30.0,59.0
325,Lee,FL,335113,98.0,2.92438669941184,3.08785e-05,104.0,2.67492e-05,3.63025e-05,79.0,125.0
326,Leon,FL,192493,15.0,0.7792491155522537,1.457565e-05,28.0,1.06379e-05,1.86149e-05,16.0,39.0
327,Levy,FL,25923,6.0,2.3145469274389536,3.6888200000000004e-05,9.0,2.59223e-05,4.9872e-05,3.0,15.0
328,Liberty,FL,5569,2.0,3.5913090321422163,4.43584e-05,2.0,2.90292e-05,6.06107e-05,0.0,5.0
329,Madison,FL,16569,2.0,1.207073450419458,3.64712e-05,6.0,2.35683e-05,4.93773e-05,1.0,10.0
330,Manatee,FL,211707,58.0,2.739635439546165,3.0417e-05,64.0,2.46404e-05,3.59641e-05,45.0,81.0
331,Marion,FL,194833,49.0,2.5149743626593035,2.880605e-05,56.0,2.30303e-05,3.43985e-05,39.0,72.0
332,Martin,FL,100900,33.0,3.270564915758176,3.64437e-05,37.0,2.87011e-05,4.50627e-05,25.0,50.0
333,Monroe,FL,78024,21.0,2.69147954475546,3.3612400000000004e-05,26.0,2.45213e-05,4.21718e-05,16.0,37.0
334,Nassau,FL,43941,6.0,1.365467331194101,2.94192e-05,13.0,2.05704e-05,3.92515e-05,6.0,20.0
335,Okaloosa,FL,143776,30.0,2.086579123080347,2.63981e-05,38.0,2.0487e-05,3.27538e-05,26.0,52.0
336,Okeechobee,FL,29627,9.0,3.0377696020521823,3.92878e-05,11.0,2.75078e-05,5.12152e-05,6.0,18.0
337,Orange,FL,677491,109.0,1.6088774611028045,1.7838500000000002e-05,120.0,1.52231e-05,2.04236e-05,92.0,143.0
338,Osceola,FL,107728,21.0,1.9493539284122976,2.68965e-05,29.0,2.01734e-05,3.4463e-05,17.0,40.0
339,Palm beach,FL,863518,0.0,0.0,2.18048e-06,19.0,1.45834e-06,3.05898e-06,9.0,28.0
340,Pasco,FL,281131,112.0,3.983907857902544,4.05799e-05,114.0,3.45169e-05,4.61517e-05,89.0,137.0
341,Pinellas,FL,851659,299.0,3.510794813417107,3.55557e-05,303.0,3.23431e-05,3.89393e-05,259.0,340.0
342,Polk,FL,405382,80.0,1.973447267022216,2.21959e-05,90.0,1.84918e-05,2.57363e-05,66.0,110.0
343,Putnam,FL,65070,13.0,1.9978484708775168,3.02076e-05,19.0,2.16831e-05,3.92328e-05,11.0,29.0
344,Santa rosa,FL,81608,0.0,0.0,1.57658e-05,13.0,1.03572e-05,2.16658e-05,5.0,20.0
345,Sarasota,FL,277776,120.0,4.320027648176948,4.360365e-05,121.0,3.7709e-05,4.96048e-05,96.0,144.0
346,Seminole,FL,287529,27.0,0.9390357146583476,1.39727e-05,40.0,1.09018e-05,1.76502e-05,25.0,53.0
347,St. johns,FL,83829,0.0,0.0,1.54485e-05,13.0,9.85773e-06,2.15359e-05,5.0,20.0
348,St. lucie,FL,150171,0.0,0.0,1.0010100000000001e-05,15.0,6.45469e-06,1.39237e-05,7.0,23.0
349,Sumter,FL,31577,4.0,1.2667447825949267,3.1948e-05,10.0,2.15169e-05,4.27823e-05,4.0,16.0
350,Suwannee,FL,26780,4.0,1.4936519790888725,3.389695e-05,9.0,2.26472e-05,4.47438e-05,3.0,14.0
351,Taylor,FL,17111,4.0,2.337677517386477,3.900775e-05,6.0,2.54895e-05,5.1687e-05,2.0,11.0
352,Union,FL,10252,1.0,0.9754194303550529,3.86688e-05,4.0,2.5939e-05,5.3509e-05,0.0,7.0
353,Volusia,FL,370712,93.0,2.508685988044628,2.71236e-05,100.0,2.29903e-05,3.11109e-05,77.0,121.0
354,Wakulla,FL,14202,1.0,0.7041261794113506,3.60703e-05,5.0,2.35658e-05,5.03697e-05,1.0,9.0
355,Walton,FL,27760,9.0,3.2420749279538903,4.0274e-05,11.0,2.89562e-05,5.31999e-05,5.0,17.0
356,Washington,FL,16919,4.0,2.364205922335836,3.9089849999999996e-05,7.0,2.56279e-05,5.29832e-05,2.0,11.0
357,Appling,GA,15744,2.0,1.2703252032520325,3.695065e-05,6.0,2.38731e-05,5.00595e-05,2.0,10.0
358,Atkinson,GA,6213,0.0,0.0,4.019665e-05,2.0,2.63992e-05,5.47317e-05,0.0,5.0
359,Bacon,GA,9566,1.0,1.0453690152623878,3.9357549999999994e-05,4.0,2.53694e-05,5.38642e-05,1.0,7.0
360,Baker,GA,3615,0.0,0.0,4.1926950000000004e-05,1.0,2.58216e-05,5.73289e-05,0.0,3.0
361,Baldwin,GA,39530,4.0,1.0118897040222616,2.863755e-05,11.0,1.8936e-05,3.86351e-05,4.0,17.0
362,Banks,GA,10308,2.0,1.9402405898331396,4.03718e-05,4.0,2.64153e-05,5.45894e-05,0.0,7.0
363,Barrow,GA,29721,4.0,1.3458497358769894,3.2297950000000005e-05,9.0,2.25367e-05,4.35535e-05,3.0,15.0
364,Bartow,GA,55911,8.0,1.4308454508057449,2.77533e-05,15.0,1.9586e-05,3.64089e-05,8.0,23.0
365,Ben hill,GA,16245,0.0,0.0,3.35006e-05,5.0,2.08017e-05,4.54822e-05,1.0,9.0
366,Berrien,GA,14153,4.0,2.826255917473328,4.13745e-05,6.0,2.74464e-05,5.52623e-05,2.0,10.0
367,Bibb,GA,149967,14.0,0.9335387118499404,1.7423e-05,26.0,1.24808e-05,2.2349e-05,15.0,36.0
368,Bleckley,GA,10430,1.0,0.9587727708533076,3.8517100000000004e-05,4.0,2.49195e-05,5.27369e-05,1.0,7.0
369,Brantley,GA,11077,1.0,0.9027715085311908,3.8076799999999994e-05,4.0,2.57053e-05,5.38161e-05,0.0,7.0
370,Brooks,GA,15398,0.0,0.0,3.37514e-05,5.0,2.16021e-05,4.64003e-05,1.0,9.0
371,Bryan,GA,15438,2.0,1.2955045990413268,3.6804900000000004e-05,5.0,2.36635e-05,4.95294e-05,2.0,10.0
372,Bulloch,GA,43125,6.0,1.391304347826087,2.9853900000000002e-05,13.0,1.98248e-05,3.88933e-05,5.0,19.0
373,Burke,GA,20579,2.0,0.9718645220856212,3.4025450000000005e-05,7.0,2.14773e-05,4.60649e-05,3.0,12.0
374,Butts,GA,15326,5.0,3.262429857758058,4.231415e-05,6.0,2.9713e-05,5.69119e-05,2.0,11.0
375,Calhoun,GA,5013,1.0,1.9948134849391583,4.2847649999999996e-05,2.0,2.86679e-05,5.89819e-05,0.0,4.0
376,Camden,GA,30167,0.0,0.0,2.6854750000000002e-05,8.0,1.73802e-05,3.69109e-05,3.0,13.0
377,Candler,GA,7744,1.0,1.2913223140495869,4.087115e-05,3.0,2.66991e-05,5.66298e-05,0.0,6.0
378,Carroll,GA,71422,9.0,1.260115930665621,2.5090150000000002e-05,18.0,1.76162e-05,3.30137e-05,9.0,26.0
379,Catoosa,GA,42464,9.0,2.119442351168048,3.31486e-05,14.0,2.32635e-05,4.28551e-05,7.0,21.0
380,Charlton,GA,8496,1.0,1.177024482109228,4.017975e-05,3.0,2.5466e-05,5.50895e-05,0.0,6.0
381,Chatham,GA,216935,39.0,1.7977735266324013,2.25283e-05,49.0,1.76902e-05,2.73903e-05,34.0,64.0
382,Chattahoochee,GA,16934,0.0,0.0,3.305285e-05,5.0,2.07715e-05,4.57676e-05,1.0,9.0
383,Chattooga,GA,22242,1.0,0.449599856128046,3.1611999999999995e-05,7.0,2.02029e-05,4.3293e-05,1.0,11.0
384,Cherokee,GA,90204,15.0,1.6628974324863643,2.61518e-05,23.0,1.90157e-05,3.34639e-05,13.0,33.0
385,Clarke,GA,87594,10.0,1.14163070529945,2.2700699999999998e-05,20.0,1.62535e-05,3.00235e-05,11.0,29.0
386,Clay,GA,3364,0.0,0.0,4.19625e-05,1.0,2.62648e-05,5.73377e-05,0.0,3.0
387,Clayton,GA,182052,21.0,1.153516577681102,1.790695e-05,33.0,1.32876e-05,2.25311e-05,19.0,44.0
388,Clinch,GA,6160,0.0,0.0,3.99317e-05,2.0,2.65404e-05,5.58162e-05,0.0,5.0
389,Cobb,GA,447745,43.0,0.9603680666450768,1.272665e-05,57.0,9.9993e-06,1.5256e-05,40.0,73.0
390,Coffee,GA,29592,1.0,0.3379291700459584,2.82119e-05,8.0,1.8076e-05,3.84026e-05,2.0,13.0
391,Colquitt,GA,36645,4.0,1.0915541001500888,2.960345e-05,11.0,1.96218e-05,3.96042e-05,4.0,17.0
392,Columbia,GA,66031,7.0,1.060108131029365,2.416495e-05,16.0,1.71008e-05,3.24727e-05,8.0,24.0
393,Cook,GA,13456,4.0,2.972651605231867,4.17227e-05,5.0,2.70221e-05,5.55383e-05,1.0,9.0
394,Coweta,GA,53853,8.0,1.485525411769075,2.84284e-05,15.0,1.95669e-05,3.73351e-05,8.0,23.0
395,Crawford,GA,8991,0.0,0.0,3.7747849999999995e-05,3.0,2.46418e-05,5.16601e-05,0.0,6.0
396,Crisp,GA,20011,3.0,1.4991754535005746,3.573665e-05,7.0,2.32533e-05,4.75319e-05,1.0,11.0
397,Dade,GA,13147,1.0,0.7606298014756219,3.71197e-05,5.0,2.48847e-05,5.15857e-05,1.0,8.0
398,Dawson,GA,9429,1.0,1.0605578534309048,3.93701e-05,4.0,2.62984e-05,5.497e-05,1.0,7.0
399,Decatur,GA,25511,5.0,1.9599388499078827,3.618395e-05,9.0,2.46062e-05,4.89042e-05,4.0,15.0
400,Dekalb,GA,545837,0.0,0.0,3.338675e-06,18.0,2.15973e-06,4.68522e-06,9.0,28.0
401,Dodge,GA,17607,4.0,2.271823706480377,3.88251e-05,7.0,2.5273e-05,5.17837e-05,2.0,11.0
402,Dooly,GA,9901,0.0,0.0,3.69011e-05,4.0,2.34785e-05,5.15221e-05,1.0,7.0
403,Dougherty,GA,96311,7.0,0.7268120983065278,1.9099500000000002e-05,18.0,1.32245e-05,2.52085e-05,9.0,27.0
404,Douglas,GA,71120,6.0,0.8436445444319459,2.2233300000000003e-05,16.0,1.53624e-05,2.95171e-05,8.0,24.0
405,Early,GA,11854,1.0,0.8435970980259828,3.74666e-05,4.0,2.3799e-05,5.12763e-05,1.0,8.0
406,Echols,GA,2334,0.0,0.0,4.37342e-05,1.0,2.69744e-05,5.86335e-05,0.0,2.0
407,Effingham,GA,25687,5.0,1.9465099077354304,3.53956e-05,9.0,2.39393e-05,4.75111e-05,3.0,14.0
408,Elbert,GA,18949,4.0,2.110929336640456,3.7824500000000004e-05,7.0,2.45632e-05,5.06447e-05,2.0,12.0
409,Emanuel,GA,20546,4.0,1.946850968558357,3.71379e-05,8.0,2.54969e-05,4.99515e-05,2.0,12.0
410,Evans,GA,8724,2.0,2.2925263640531868,4.210955e-05,4.0,2.65066e-05,5.64759e-05,1.0,7.0
411,Fannin,GA,15992,7.0,4.377188594297149,4.520655e-05,7.0,3.14666e-05,6.05434e-05,3.0,12.0
412,Fayette,GA,62415,3.0,0.4806536890170632,2.14261e-05,13.0,1.46706e-05,2.95143e-05,5.0,20.0
413,Floyd,GA,81251,13.0,1.5999803079346715,2.61692e-05,21.0,1.89797e-05,3.36435e-05,11.0,30.0
414,Forsyth,GA,44083,6.0,1.3610688927704555,2.96273e-05,13.0,2.0442e-05,3.92597e-05,6.0,20.0
415,Franklin,GA,16650,4.0,2.4024024024024024,3.942205e-05,6.0,2.566e-05,5.32068e-05,2.0,11.0
416,Fulton,GA,648951,77.0,1.1865302619149982,1.395535e-05,90.0,1.1537e-05,1.60965e-05,68.0,110.0
417,Gilmer,GA,13368,1.0,0.7480550568521843,3.6984900000000006e-05,5.0,2.43734e-05,5.11861e-05,0.0,8.0
418,Glascock,GA,2357,0.0,0.0,4.34819e-05,1.0,2.68643e-05,5.94479e-05,0.0,2.0
419,Glynn,GA,62496,10.0,1.6001024065540197,2.814375e-05,17.0,2.04323e-05,3.72887e-05,8.0,25.0
420,Gordon,GA,35072,7.0,1.995894160583941,3.3845899999999994e-05,12.0,2.3702e-05,4.44031e-05,5.0,18.0
421,Grady,GA,20279,1.0,0.493120962572119,3.266355e-05,6.0,2.05943e-05,4.47099e-05,2.0,11.0
422,Greene,GA,11793,2.0,1.6959213092512508,3.9467350000000004e-05,5.0,2.67758e-05,5.40188e-05,1.0,8.0
423,Gwinnett,GA,352910,37.0,1.0484259442917458,1.422335e-05,50.0,1.11847e-05,1.72873e-05,35.0,66.0
424,Habersham,GA,27621,7.0,2.5343036095724267,3.7597e-05,10.0,2.563e-05,4.91128e-05,4.0,16.0
425,Hall,GA,95428,11.0,1.1527015131827136,2.22048e-05,21.0,1.63011e-05,2.96599e-05,10.0,30.0
426,Hancock,GA,8908,0.0,0.0,3.7935150000000006e-05,3.0,2.43111e-05,5.32802e-05,0.0,6.0
427,Haralson,GA,21966,6.0,2.7314941272876263,3.955e-05,9.0,2.74441e-05,5.24333e-05,3.0,14.0
428,Harris,GA,17788,5.0,2.8108837418484374,4.029895e-05,7.0,2.65584e-05,5.31826e-05,2.0,12.0
429,Hart,GA,19712,8.0,4.058441558441558,4.375305e-05,8.0,2.9529e-05,5.64935e-05,4.0,14.0
430,Heard,GA,8628,1.0,1.1590171534538711,4.0300200000000004e-05,3.0,2.5537e-05,5.45535e-05,0.0,6.0
431,Henry,GA,58741,8.0,1.3619107607973988,2.71823e-05,16.0,1.90194e-05,3.59327e-05,8.0,24.0
432,Houston,GA,89208,10.0,1.1209756972468836,2.2345950000000002e-05,20.0,1.57465e-05,2.91744e-05,9.0,28.0
433,Irwin,GA,8649,1.0,1.1562030292519367,3.9472000000000004e-05,3.0,2.54872e-05,5.4142e-05,0.0,6.0
434,Jackson,GA,30005,4.0,1.3331111481419764,3.2338699999999996e-05,9.0,2.15067e-05,4.33208e-05,3.0,15.0
435,Jasper,GA,8453,1.0,1.1830119484206791,4.0264350000000004e-05,3.0,2.60471e-05,5.50334e-05,0.0,6.0
436,Jeff davis,GA,12032,0.0,0.0,3.57841e-05,4.0,2.23892e-05,4.83539e-05,1.0,8.0
437,Jefferson,GA,17408,1.0,0.5744485294117647,3.40661e-05,6.0,2.21213e-05,4.5984e-05,1.0,10.0
438,Jenkins,GA,8247,1.0,1.2125621438098704,4.024065e-05,3.0,2.67583e-05,5.5084e-05,0.0,6.0
439,Johnson,GA,8329,3.0,3.601872973946452,4.415225e-05,4.0,3.03429e-05,6.08084e-05,1.0,7.0
440,Jones,GA,20739,3.0,1.4465499783017504,3.568685e-05,7.0,2.32405e-05,4.81394e-05,2.0,12.0
441,Lamar,GA,13038,0.0,0.0,3.508055e-05,4.0,2.26995e-05,4.88594e-05,1.0,8.0
442,Lanier,GA,5531,0.0,0.0,4.06857e-05,2.0,2.58501e-05,5.54949e-05,0.0,5.0
443,Laurens,GA,39988,5.0,1.25037511253376,2.97166e-05,12.0,2.05962e-05,3.92574e-05,6.0,19.0
444,Lee,GA,16250,0.0,0.0,3.321385e-05,5.0,2.03143e-05,4.52645e-05,1.0,9.0
445,Liberty,GA,52745,1.0,0.1895914304673429,2.17339e-05,11.0,1.41015e-05,2.95005e-05,5.0,18.0
446,Lincoln,GA,7442,1.0,1.3437248051599031,4.14519e-05,3.0,2.56176e-05,5.65093e-05,0.0,6.0
447,Long,GA,6202,0.0,0.0,3.9866650000000006e-05,2.0,2.54996e-05,5.54574e-05,0.0,5.0
448,Lowndes,GA,75981,11.0,1.447730353641042,2.56299e-05,19.0,1.8079e-05,3.34039e-05,10.0,28.0
449,Lumpkin,GA,14573,4.0,2.7448020311535037,4.10536e-05,6.0,2.65083e-05,5.44761e-05,2.0,10.0
